"2010s_drama_lady_bird_part_1" "2010s_drama_lady_bird_part_2" "2010s_drama_lady_bird_part_3" "2010s_drama_lady_bird_part_4" "2010s_drama_lady_bird_part_5" "2010s_drama_manchester_by_the_sea_part_1" "2010s_drama_manchester_by_the_sea_part_2" "2010s_drama_manchester_by_the_sea_part_3" "2010s_drama_manchester_by_the_sea_part_4" "2010s_drama_manchester_by_the_sea_part_5" "2010s_drama_marriage_story_part_1" "2010s_drama_marriage_story_part_2" "2010s_drama_marriage_story_part_3" "2010s_drama_marriage_story_part_4" "2010s_drama_marriage_story_part_5" "2010s_drama_moonlight_part_1" "2010s_drama_moonlight_part_2" "2010s_drama_moonlight_part_3" "2010s_drama_moonlight_part_4" "2010s_drama_moonlight_part_5" "2010s_drama_spotlight_part_1" "2010s_drama_spotlight_part_2" "2010s_drama_spotlight_part_3" "2010s_drama_spotlight_part_4" "2010s_drama_spotlight_part_5" "2010s_drug_beautiful_boy_part_1" "2010s_drug_beautiful_boy_part_2" "2010s_drug_beautiful_boy_part_3" "2010s_drug_beautiful_boy_part_4" "2010s_drug_beautiful_boy_part_5" "2010s_drug_ben_is_bაცკ_part_1" "2010s_drug_ben_is_bაცკ_part_2" "2010s_drug_ben_is_bაცკ_part_3" "2010s_drug_ben_is_bაცკ_part_4" "2010s_drug_ben_is_bაცკ_part_5" "2010s_drug_cherry_part_1" "2010s_drug_cherry_part_2" "2010s_drug_cherry_part_3" "2010s_drug_cherry_part_4" "2010s_drug_cherry_part_5" "2010s_drug_heaven_knows_what_part_1" "2010s_drug_heaven_knows_what_part_2" "2010s_drug_heaven_knows_what_part_3" "2010s_drug_heaven_knows_what_part_4" "2010s_drug_heaven_knows_what_part_5" "2010s_drug_the_fighter_part_1" "2010s_drug_the_fighter_part_2" "2010s_drug_the_fighter_part_3" "2010s_drug_the_fighter_part_4" "2010s_drug_the_fighter_part_5" "90s_drama_american_beauty_part_1" "90s_drama_american_beauty_part_2" "90s_drama_american_beauty_part_3" "90s_drama_american_beauty_part_4" "90s_drama_american_beauty_part_5" "90s_drama_american_history_x_part_1" "90s_drama_american_history_x_part_2" "90s_drama_american_history_x_part_3" "90s_drama_american_history_x_part_4" "90s_drama_american_history_x_part_5" "90s_drama_good_will_hunting_part_1" "90s_drama_good_will_hunting_part_2" "90s_drama_good_will_hunting_part_3" "90s_drama_good_will_hunting_part_4" "90s_drama_good_will_hunting_part_5" "90s_drama_philadelphia_part_1" "90s_drama_philadelphia_part_2" "90s_drama_philadelphia_part_3" "90s_drama_philadelphia_part_4" "90s_drama_philadelphia_part_5" "90s_drama_the_virgin_suicides_part_1" "90s_drama_the_virgin_suicides_part_2" "90s_drama_the_virgin_suicides_part_3" "90s_drama_the_virgin_suicides_part_4" "90s_drama_the_virgin_suicides_part_5" "90s_drug_fear_and_loathing_in_las_vegas_part_1" "90s_drug_fear_and_loathing_in_las_vegas_part_2" "90s_drug_fear_and_loathing_in_las_vegas_part_3" "90s_drug_fear_and_loathing_in_las_vegas_part_4" "90s_drug_fear_and_loathing_in_las_vegas_part_5" "90s_drug_gridlock_d_part_1" "90s_drug_gridlock_d_part_2" "90s_drug_gridlock_d_part_3" "90s_drug_gridlock_d_part_4" "90s_drug_gridlock_d_part_5" "90s_drug_requiem_for_a_dream_part_1" "90s_drug_requiem_for_a_dream_part_2" "90s_drug_requiem_for_a_dream_part_3" "90s_drug_requiem_for_a_dream_part_4" "90s_drug_requiem_for_a_dream_part_5" "90s_drug_the_basketball_diaries_part_1" "90s_drug_the_basketball_diaries_part_2" "90s_drug_the_basketball_diaries_part_3" "90s_drug_the_basketball_diaries_part_4" "90s_drug_the_basketball_diaries_part_5" "90s_drug_trainspotting_part_1" "90s_drug_trainspotting_part_2" "90s_drug_trainspotting_part_3" "90s_drug_trainspotting_part_4" "90s_drug_trainspotting_part_5"
"types" 0 0 0 0 0 0 0 0.0223363859727496 0 0 0 0 0 0 0 0 0 0 0.0265816055289739 0 0 0 0 0 0 0 0 0.0283205890682526 0 0.0264480296217932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0229673863114378 0 0.0246305418719212 0 0.0496770988574267 0 0 0 0 0 0.0212539851222104 0 0 0 0 0 0 0 0 0 0 0.0225275963054742 0 0.0242483026188167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0528262017960909 0 0 0 0 0
"violently" 0.0278318953520735 0 0 0 0 0 0 0.0223363859727496 0 0 0.0185459940652819 0.0189789333839438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0382482310193154 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.025953802232027 0.0263574064312072 0 0.0250941028858218 0 0 0 0.0226860254083485 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0216076058772688 0 0 0 0 0 0 0 0 0 0 0 0.024330900243309 0 0 0 0 0 0 0 0 0 0 0 0
"winning" 0 0 0 0 0 0 0 0 0 0 0.0185459940652819 0 0 0 0.0180733779143322 0 0 0 0 0 0 0 0 0.0213720880530028 0 0 0 0 0 0 0 0 0 0 0 0 0.0191241155096577 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.025953802232027 0 0 0 0 0 0 0 0 0.0176991150442478 0 0 0.0197316495659037 0.0377857547704515 0 0 0 0 0 0 0 0 0 0 0 0 0.021137180300148 0 0 0 0 0 0 0 0 0 0.024330900243309 0.0233535730966838 0 0 0 0 0 0 0 0 0 0 0
"wood" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0241370987207338 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0602772754671489 0 0 0 0 0.0180701120346946 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0530973451327434 0 0 0.0197316495659037 0 0 0 0 0 0 0 0.0215331610680448 0 0.0235960358659745 0.0421141292903769 0 0 0 0 0 0 0.0655737704918033 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"workers" 0 0 0 0 0 0 0 0.0446727719454992 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0181950509461426 0.0186601977980967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0188928773852258 0.0212539851222104 0.0219876868953386 0 0 0 0.0617156963587739 0 0 0.047192071731949 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"yentas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0233699462491236 0.258580159849553 0 0 0 0 0 0 0 0 0 0 0 0 0
"aback" 0 0 0 0 0 0 0 0.0446727719454992 0 0 0 0 0 0.0188572506128606 0.0180733779143322 0 0 0 0 0.0230627306273063 0 0 0.0214730513205927 0 0 0.0285714285714286 0 0 0.0277777777777778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0217391304347826 0.0218483722962639 0 0 0 0 0.025953802232027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"actors" 0 0 0 0 0 0 0 0 0 0 0.0370919881305638 0.0379578667678876 0.0381460995613199 0.0565717518385819 0.0361467558286644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"addiction" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0264480296217932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0233426704014939 0 0.0193948797517455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0242483026188167 0 0 0.0655737704918033 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0585137507314219 0.0292141396435875 0.0522466039707419 0.0274047684297068 0
"addresses" 0 0.0289603243556328 0.0265181649429859 0 0 0 0 0 0 0 0 0 0 0 0.0180733779143322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0176991150442478 0 0 0 0 0 0 0 0 0 0 0.0430663221360896 0.0224921277552857 0 0.0210570646451885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0221631205673759 0 0 0 0 0 0 0 0 0 0.0597907324364723
"adjusts" 0 0 0 0 0 0 0 0 0 0 0 0 0.0381460995613199 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0180701120346946 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0216637781629116 0 0.0215331610680448 0 0 0.0631711939355654 0 0 0 0 0 0 0 0 0 0 0.0233699462491236 0.0470145745181006 0 0 0 0 0 0 0 0 0 0 0 0 0
"albano" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0205634382068682 0 0 0.170976704424022 0.0400641025641026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"alcohol" 0 0 0.0265181649429859 0 0 0 0 0 0 0 0.0185459940652819 0 0 0.0188572506128606 0.0542201337429966 0 0 0 0 0 0 0 0 0 0 0 0.0290951411114344 0 0 0 0 0 0 0 0 0 0 0 0.0186601977980967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0655737704918033 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0292141396435875 0 0.0274047684297068 0
"annoyed" 0.0278318953520735 0 0.0265181649429859 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0205634382068682 0 0 0 0 0.0285714285714286 0 0 0 0 0 0 0 0 0 0 0 0.0181950509461426 0.0186601977980967 0 0 0 0 0 0 0.0652173913043478 0 0 0 0 0 0 0 0.0242777373148823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0292141396435875 0 0 0
"anxious" 0 0 0 0 0 0.0458400183360073 0 0 0 0 0 0 0 0.0377145012257213 0 0 0 0 0 0 0 0 0 0.0213720880530028 0 0 0 0 0 0 0 0 0 0 0 0 0.0191241155096577 0.0181950509461426 0.0373203955961933 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0176991150442478 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0233535730966838 0 0 0 0 0 0 0 0 0 0 0
"apologize" 0 0 0 0 0 0.0458400183360073 0 0 0 0 0 0 0.0190730497806599 0 0 0.0482741974414675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0387897595034911 0 0 0.0263574064312072 0 0 0 0 0 0 0 0 0 0 0 0.0188928773852258 0.0212539851222104 0.0219876868953386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"application" 0.0278318953520735 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0213720880530028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0186601977980967 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0527148128624143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.129785853341986 0 0 0.0235072872590503 0.024330900243309 0 0 0 0 0 0 0 0.0585137507314219 0 0 0 0
"atop" 0 0 0 0 0 0 0 0 0 0 0.0185459940652819 0 0 0 0 0.0482741974414675 0 0 0.106326422115896 0.0461254612546125 0 0 0 0 0 0 0.0290951411114344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0193610842207164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"aw" 0 0 0 0 0 0.0229200091680037 0.0445335114673792 0.0223363859727496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0591366055588409 0 0 0 0 0 0 0 0 0 0 0 0.0513874614594039 0 0 0 0.0193610842207164 0 0 0 0 0.0242777373148823 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0235960358659745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.102722136620442 0 0 0 0 0 0 0 0 0
"balcony" 0 0 0 0 0 0 0 0 0 0 0 0 0.0381460995613199 0 0.0180733779143322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05598059339429 0 0 0 0 0 0 0 0 0 0.0193610842207164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11685655857435 0 0 0
"ballroom" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.064419153961778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0193610842207164 0 0 0.129769011160135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0225275963054742 0 0.0242483026188167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"based" 0 0 0 0 0 0 0 0 0 0 0 0.0189789333839438 0 0.0377145012257213 0 0.0241370987207338 0 0 0 0 0 0.0208116545265349 0 0 0 0.0285714285714286 0 0 0 0 0 0 0 0 0 0.0180701120346946 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0219876868953386 0.0217344055640078 0 0 0 0 0 0 0 0 0 0 0.0242483026188167 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0292568753657109 0 0 0 0
"bastards" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0214730513205927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0434688111280156 0 0 0 0 0 0 0 0 0.0450551926109484 0 0.0484966052376334 0.0663276586336502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0292141396435875 0 0 0
"beating" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0283205890682526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0218483722962639 0.0233426704014939 0.0193610842207164 0 0 0 0 0.0242777373148823 0 0 0 0.0246305418719212 0 0 0.0176991150442478 0 0 0 0.0188928773852258 0 0 0 0 0 0 0 0 0 0 0 0.0225275963054742 0 0 0.0221092195445501 0 0 0 0 0 0 0 0 0 0 0 0.0488519785051295 0 0 0 0 0 0 0 0
"became" 0 0.0289603243556328 0 0 0 0 0 0 0 0 0 0.0189789333839438 0 0.0377145012257213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0186601977980967 0 0 0 0 0 0 0 0 0 0 0 0 0.025953802232027 0 0 0 0.0229673863114378 0 0 0 0.0248385494287134 0 0 0.0185770016719301 0 0 0 0 0 0 0 0 0 0.0224921277552857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0488519785051295 0 0 0 0 0 0 0 0
"becoming" 0.0278318953520735 0 0 0 0 0 0 0 0 0 0 0 0 0.0188572506128606 0 0 0 0.0253871541000254 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263574064312072 0 0 0 0 0 0 0 0 0.0203998368013056 0 0 0 0.0212539851222104 0 0 0 0 0 0 0 0 0.0210570646451885 0 0 0 0 0 0 0 0 0.0648929266709929 0 0 0 0.024330900243309 0 0 0 0 0 0 0 0 0.0292141396435875 0 0.0274047684297068 0
"bein" 0 0 0 0 0 0.0229200091680037 0 0.0223363859727496 0.0223413762287757 0.0218866272707376 0 0 0 0 0 0 0 0 0 0.0230627306273063 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0217391304347826 0.0218483722962639 0.0466853408029879 0 0 0 0 0 0 0 0 0 0 0 0.0496770988574267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"beneath" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0482741974414675 0 0 0.0531632110579479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0233426704014939 0 0 0.0256278831368529 0 0 0 0.0250941028858218 0 0 0 0 0 0 0 0 0 0 0 0.0219876868953386 0 0 0 0 0 0 0 0 0 0.0225275963054742 0 0 0 0 0 0 0 0 0.0233699462491236 0 0 0 0.0221631205673759 0 0 0 0 0 0 0 0 0 0
"blade" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0361467558286644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0493339911198816 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0229673863114378 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0235960358659745 0 0 0.0225275963054742 0.021137180300148 0.0242483026188167 0.0442184390891002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0298953662182362
"blame" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0200320512820513 0.0285714285714286 0.0290951411114344 0 0 0 0.0602772754671489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0248385494287134 0 0 0 0 0.0377857547704515 0 0 0 0 0 0.0411437975725159 0 0 0 0 0 0 0 0 0.0221092195445501 0 0 0 0 0 0 0 0 0 0 0 0 0.0475511174512601 0 0 0 0 0 0 0
"blank" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0180733779143322 0 0 0.0253871541000254 0 0 0 0 0 0 0.0200320512820513 0 0 0 0 0.0528960592435864 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263574064312072 0.0242777373148823 0 0 0 0 0 0 0 0.0203998368013056 0 0.0197316495659037 0.0188928773852258 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0235072872590503 0 0 0 0 0 0 0 0 0 0 0 0 0
"blinds" 0 0 0 0 0 0 0 0 0 0 0 0 0.0190730497806599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0768836494105587 0 0 0 0 0.0229673863114378 0.0264480296217932 0.0492610837438424 0 0 0 0 0 0 0 0.0212539851222104 0 0 0 0 0 0 0 0 0 0 0 0 0.0242483026188167 0 0 0 0 0 0 0 0 0 0 0 0.0513610683102209 0 0 0 0 0 0 0 0 0
"blinks" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0257003341043434 0 0 0 0 0 0 0.0427441761060056 0 0 0 0 0 0.0264480296217932 0 0 0 0 0 0 0.0191241155096577 0 0 0.0196001568012544 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0248385494287134 0 0 0 0 0 0 0 0 0 0.0216637781629116 0 0 0 0 0.0421141292903769 0 0 0 0 0 0 0 0 0 0 0 0 0.024330900243309 0 0 0 0 0 0 0 0 0 0 0 0
"boom" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0181950509461426 0 0 0 0.0502260170768458 0 0 0 0.0869565217391304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0371540033438603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0221092195445501 0 0 0 0 0 0 0 0 0 0 0 0 0.0475511174512601 0 0 0 0 0 0.0274047684297068 0
"boring" 0 0 0 0.0296296296296296 0 0 0 0 0 0.0218866272707376 0 0 0 0 0.0361467558286644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0263574064312072 0 0.0250941028858218 0 0 0 0 0 0 0.0203998368013056 0.0371540033438603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0597907324364723
"bother" 0 0 0 0 0 0 0.0222667557336896 0 0.0223413762287757 0 0 0 0 0 0 0 0 0 0 0.0230627306273063 0.0205634382068682 0 0 0.0641162641590083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0186601977980967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0229673863114378 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0224921277552857 0 0 0 0 0 0 0.0221092195445501 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"breathe" 0 0 0 0 0 0 0 0.0223363859727496 0.0223413762287757 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0387221684414327 0 0 0 0 0 0 0 0 0.0492610837438424 0 0 0 0.0203998368013056 0 0 0 0.0212539851222104 0.0219876868953386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0443262411347518 0 0 0 0 0 0 0 0 0 0
"buzz" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0196001568012544 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0229673863114378 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0449842555105713 0.047192071731949 0.0210570646451885 0 0.0225275963054742 0 0 0 0 0 0 0 0 0 0 0 0 0.0221631205673759 0 0 0 0 0 0 0 0 0.0548095368594135 0
"campus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0581902822228688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.025953802232027 0.0263574064312072 0 0 0 0 0 0 0 0.0530973451327434 0.0611995104039168 0 0 0 0 0 0 0 0 0 0.0215331610680448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"champa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.194690265486726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"changing" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0188572506128606 0 0 0.0257003341043434 0 0 0 0 0 0 0 0 0 0 0 0.0277777777777778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0193948797517455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0216076058772688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.164428610578241 0
"chasing" 0 0 0 0 0 0 0 0 0 0.0218866272707376 0 0 0 0 0 0.0241370987207338 0 0 0 0 0 0.0208116545265349 0 0 0 0 0 0 0.0555555555555556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0233426704014939 0.0193610842207164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0217344055640078 0 0 0 0 0 0 0 0 0.0450551926109484 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0488519785051295 0 0 0 0 0 0 0 0
"chocolate" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0241370987207338 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0602772754671489 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.140219677494742 0.0470145745181006 0 0 0 0 0 0 0 0 0 0 0 0.0274047684297068 0
"clouds" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0285714285714286 0 0 0 0 0 0 0 0 0 0 0 0 0.0186601977980967 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0242777373148823 0.0250941028858218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020571898786258 0 0 0 0.0421141292903769 0.0216076058772688 0.0225275963054742 0 0 0 0 0 0 0 0 0 0.0235072872590503 0 0 0 0 0.0488519785051295 0 0 0 0 0 0 0 0
"cocaine" 0 0 0 0 0 0 0 0.0446727719454992 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0290951411114344 0.0283205890682526 0 0 0 0.0554631170271769 0 0 0 0 0 0 0.0373203955961933 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0864304235090752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"collins" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.126935770500127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0425079702444208 0 0 0.0933488914819137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
